"word";"base_word"
"aeni";"aeni"
"aeoi";"aeoi"
"aeon";"aeon"
"aep";"aep"
"aepp";"aepp"
"aequo";"aequo"
"aer";"aer"
"aerah";"aerah"
"aerator";"aerator"
"aercap";"aercap"
"aere";"aere"
"aerial";"aerial"
"aerlangga";"aerlangga"
"aernanang";"aernanang"
"aero";"aero"
"aeroacademy";"aeroacademy"
"aeroasia";"aeroasia"
"aerobatic";"aerobatic"
"aerobatik";"aerobatik"
"aerobik";"aerobik"
"aeronautical";"aeronautical"
"aeronautics";"aeronautics"
"aeronautika";"aeronautika"
"aeroplane";"aeroplane"
"aerosol";"aerosol"
"aerospace";"aerospace"
"aes";"aes"
"aestetik";"aestetik"
"aetra";"aetra"
"af";"af"
"afa";"afa"
"afair";"afair"
"afairnya";"afair"
"afal";"afal"
"afamt";"afamt"
"afan";"afan"
"afand";"afand"
"afandi";"afandi"
"afanti";"afanti"
"afati";"afati"
"afc";"afc"
"afd";"afd"
"afdal";"afdal"
"afdaludin";"afdaludin"
"afdeling";"afdeling"
"afdha";"afdha"
"afdhal";"afdhal"
"afdi";"afdi"
"afdianoor";"afdianoor"
"afdila";"afdila"
"afdiling";"afdiling"
"afdillah";"afdillah"
"afdol";"afdol"
"afdullah";"afdullah"
"afeksi";"afeksi"
"afektif";"afektif"
"afeo";"afeo"
"afer";"afer"
"aferi";"aferi"
"aff";"aff"
"affable";"affable"
"affair";"affair"
"affaires";"affaires"
"affairs";"affairs"
"affan";"affan"
"affandi";"affandi"
"affandy";"affandy"
"affanmln";"affanmln"
"affas";"affas"
"affifuddin";"affifuddin"
"affinis";"affinis"
"affordability";"affordability"
"affordable";"affordable"
"afgan";"afgan"
"afganistan";"afganistan"
"afghan";"afghan"
"afghanistan";"afghanistan"
"afhi";"afhi"
"afhner";"afhner"
"afi";"afi"
"afia";"afia"
"afian";"afian"
"afianto";"afianto"
"afiat";"afiat"
"afiatin";"afiatin"
"afif";"afif"
"afifa";"afifa"
"afifah";"afifah"
"afiffddin";"afiffddin"
"afiffudin";"afiffudin"
"afifi";"afifi"
"afifuddin";"afifuddin"
"afifudin";"afifudin"
"afifufdin";"afifufdin"
"afifurrohman";"afifurrohman"
"afihaa";"afihaa"
"afihi";"afihi"
"afihii";"afihii"
"afiih";"afiih"
"afiiqa";"afiiqa"
"afiliasi";"afiliasi"
"afiliasinya";"afiliasi"
"afiliatif";"afiliatif"
"afilisasi";"afilisasi"
"afin";"afin"
"afinaunurrohim";"afinaunurrohim"
"afinawati";"afinawati"
"afini";"afini"
"afinta";"afinta"
"afiqa";"afiqa"
"afirmasi";"afirmasi"
"afirmatif";"afirmatif"
"afiruzzaman";"afiruzzaman"
"afis";"afis"
"afiyah";"afiyah"
"afk";"afk"
"afkar";"afkar"
"afkn";"afkn"
"aflah";"aflah"
"aflatun";"aflatun"
"afliwaneri";"afliwaneri"
"aflus";"aflus"
"afm";"afm"
"afma";"afma"
"afn";"afn"
"afner";"afner"
"afni";"afni"
"afnu";"afnu"
"afp";"afp"
"afpi";"afpi"
"afra";"afra"
"afrah";"afrah"
"afred";"afred"
"afri";"afri"
"afriadi";"afriadi"
"afrian";"afrian"
"afriandi";"afriandi"
"afriandy";"afriandy"
"afriani";"afriani"
"afrianshah";"afrianshah"
"afriansyah";"afriansyah"
"afrianti";"afrianti"
"afrianto";"afrianto"
"africa";"africa"
"african";"african"
"africanus";"africanus"
"afrida";"afrida"
"afrides";"afrides"
"afridul";"afridul"
"afridus";"afridus"
"afridza";"afridza"
"afrig";"afrig"
"afrika";"afrika"
"afrila";"afrila"
"afrilagan";"afrilagan"
"afriliyana";"afriliyana"
"afrimadona";"afrimadona"
"afrina";"afrina"
"afrino";"afrino"
"afririani";"afririani"
"afrirona";"afrirona"
"afrisal";"afrisal"
"afriyani";"afriyani"
"afriyanti";"afriyanti"
"afriyanto";"afriyanto"
"afriza";"afriza"
"afrizal";"afrizal"
"afrizalanoda";"afrizalanoda"
"afro";"afro"
"afroni";"afroni"
"afronihmad";"afronihmad"
"afrono";"afrono"
"afs";"afs"
"afsel";"afsel"
"afshin";"afshin"
"afta";"afta"
"aftech";"aftech"
"after";"after"
"aftershock";"aftershock"
"aftershocks";"aftershocks"
"afthortu";"afthortu"
"aftiar";"aftiar"
"aftoni";"aftoni"
"afu";"afu"
"afulu";"afulu"
"afung";"afung"
"afuww";"afuww"
"afuwwa";"afuwwa"
"afuwwun";"afuwwun"
"afwa";"afwa"
"afwan";"afwan"
"afwani";"afwani"
"afy";"afy"
"afyouni";"afyouni"
"afza";"afza"
"afzan";"afzan"
"ag";"ag"
"aga";"aga"
"agah";"agah"
"agaimana";"agaimana"
"again";"again"
"against";"against"
"againts";"againts"
"agak";"agak"
"agaknya";"agak"
"agal";"agal"
"agam";"agam"
"agama";"agama"
"agamaan";"agama"
"agamais";"agamais"
"agamaku";"agama"
"agamalah";"agama"
"agamamu";"agama"
"agaman";"agam"
"agamana";"agamana"
"agamanya";"agama"
"agamawan";"agamawan"
"agamis";"agam"
"agan";"agan"
"aganda";"aganda"
"aganharahap";"aganharahap"
"agape";"agape"
"agapitus";"agapitus"
"agar";"agar"
"agara";"agara"
"agars";"agars"
"agart";"agart"
"agartidak";"agartidak"
"agas";"agas"
"agat";"agat"
"agata";"agata"
"agatha";"agatha"
"agathis";"agathis"
"agatis";"agatis"
"agatisansyah";"agatisansyah"
"agats";"agats"
"agca";"agca"
"agd";"agd"
"age";"age"
"ageing";"ageing"
"agen";"agen"
"agence";"agence"
"agencies";"agencies"
"agency";"agency"
"agenda";"agenda"
"agendakan";"agenda"
"agendaku";"agenda"
"agendan";"agendan"
"agendanya";"agenda"
"agenfbi";"agenfbi"
"ageng";"ageng"
"agennya";"agen"
"agensi";"agens"
"agensia";"agensia"
"agent";"agent"
"ages";"ages"
"aggaran";"aggaran"
"aggota";"aggota"
"aggotanya";"aggotanya"
"aggressive";"aggressive"
"aghaka";"aghaka"
"aghawagon";"aghawagon"
"aghiffari";"aghiffari"
"aghninii";"aghninii"
"agi";"agi"
"agian";"agian"
"agie";"agie"
"agiel";"agiel"
"agil";"agil"
"agility";"agility"
"agimuga";"agimuga"
"agin";"agin"
"agincourt";"agincourt"
"agis";"agis"
"agista";"agista"
"agita";"agita"
"agitasi";"agitasi"
"agitatif";"agitatif"
"agk";"agk"
"agkasa";"agkasa"
"agkistrodon";"agkistrodon"
"agkut";"agkut"
"aglan";"aglan"
"aglomerasi";"aglomerasi"
"agm";"agm"
"agn";"agn"
"agnes";"agnes"
"agnesia";"agnesia"
"agnez";"agnez"
"agnezmo";"agnezmo"
"agni";"agni"
"agnkie";"agnkie"
"agnostik";"agnostik"
"agnostisme";"agnostisme"
"ago";"ago"
"agoeng";"agoeng"
"agoes";"agoes"
"agol";"agol"
"agong";"agong"
"agonist";"agonist"
"agono";"agono"
"agoozerahman";"agoozerahman"
"agoto";"agoto"
"agoy";"agoy"
"agp";"agp"
"agpaii";"agpaii"
"agr";"agr"
"agra";"agra"
"agrabinta";"agrabinta"
"agrakom";"agrakom"
"agranet";"agranet"
"agraria";"agraria"
"agrarian";"agrarian"
"agrarianya";"agraria"
"agraris";"agraris"
"agrawal";"agrawal"
"agreement";"agreement"
"agregasi";"agregasi"
"agregat";"agregat"
"agregatnya";"agregat"
"agresi";"agresi"
"agresif";"agresif"
"agresifitasnya";"agresifitasnya"
"agresiflah";"agresif"
"agresifnya";"agresif"
"agresivitas";"agresivitas"
"agresivitasnya";"agresivitas"
"agrevina";"agrevina"
"agri";"agri"
"agrianita";"agrianita"
"agriaswara";"agriaswara"
"agribisnis";"agribisnis"
"agribusiness";"agribusiness"
"agricultural";"agricultural"
"agriculture";"agriculture"
"agrikultur";"agrikultur"
"agrikultural";"agrikultural"
"agristina";"agristina"
"agriwatch";"agriwatch"
"agro";"agro"
"agrobisnis";"agrobisnis"
"agroekologi";"agroekologi"
"agroekologis";"agroekologis"
"agroekoteknologi";"agroekoteknologi"
"agroforesti";"agroforesti"
"agroforestri";"agroforestri"
"agroindah";"agroindah"
"agroindustri";"agroindustri"
"agrokompleks";"agrokompleks"
"agrologistik";"agrologistik"
"agrolympic";"agrolympic"
"agromaritim";"agromaritim"
"agromas";"agromas"
"agromedia";"agromedia"
"agroniaga";"agroniaga"
"agronomi";"agronomi"
"agropalma";"agropalma"
"agrosilvopasture";"agrosilvopasture"
"agrostichthys";"agrostichthys"
"agroteknologi";"agroteknologi"
"agrowisata";"agrowisata"
"ags";"ags"
"agsa";"agsa"
"agsari";"agsari"
"agsutsus";"agsutsus"
"agtas";"agtas"
"aguatin";"aguatin"
"aguatus";"aguatus"
"agueno";"agueno"
"agug";"agug"
"aguilers";"aguilers"
"agum";"agum"
"agumentasi";"agumentasi"
"agun";"agun"
"agunan";"agun"
"agunannya";"agun"
"agung";"agung"
"agungan";"agung"
"agungkan";"agung"
"agungkannya";"agung"
"agungnya";"agung"
"agunh";"agunh"
"agus";"agus"
"agusalam";"agusalam"
"aguscandra";"aguscandra"
"agusman";"agusman"
"agusnawa";"agusnawa"
"agusni";"agusni"
"agussalam";"agussalam"
"agussalim";"agussalim"
"agussani";"agussani"
"agussyah";"agussyah"
"agusta";"agusta"
"agustadi";"agustadi"
"agustam";"agustam"
"agustan";"agustan"
"agustanto";"agustanto"
"agusten";"agusten"
"agusti";"agusti"
"agustia";"agustia"
"agustiadi";"agustiadi"
"agustian";"agustian"
"agustiana";"agustiana"
"agustianri";"agustianri"
"agustiar";"agustiar"
"agustiartono";"agustiartono"
"agustiawan";"agustiawan"
"agustida";"agustida"
"agustin";"agustin"
"agustina";"agustina"
"agustinda";"agustinda"
"agustine";"agustine"
"agustini";"agustini"
"agustino";"agustino"
"agustinus";"agustinus"
"agustio";"agustio"
"agustivo";"agustivo"
"agusto";"agusto"
"agustono";"agustono"
"agustri";"agustri"
"agustriady";"agustriady"
"agustu";"agustu"
"agustua";"agustua"
"agustuawan";"agustuawan"
"agustus";"agustus"
"agustusan";"agustus"
"agustuts";"agustuts"
"agustutus";"agustutus"
"agustyati";"agustyati"
"agusutus";"agusutus"
"agusyudhoyono";"agusyudhoyono"
"agutter";"agutter"
"agutus";"agutus"
"agw";"agw"
"agya";"agya"
"agypti";"agypti"
"ah";"ah"
"aha";"aha"
"ahab";"ahab"
"ahaba";"ahaba"
"ahablanaa";"ahablanaa"
"ahad";"ahad"
"ahadi";"ahad"
"ahadianti";"ahadianti"
"ahahaha";"ahahaha"
"ahamad";"ahamad"
"ahamd";"ahamd"
"ahamdulillah";"ahamdulillah"
"ahapacivica";"ahapacivica"
"aharul";"aharul"
"ahb";"ahb"
"ahbabta";"ahbabta"
"ahcmad";"ahcmad"
"ahd";"ahd"
"ahda";"ahda"
"ahdaka";"ahdaka"
"ahdan";"ahdan"
"ahdi";"ahdi"
"ahdian";"ahdian"
"ahdika";"ahdika"
"ahdin";"ahdin"
"ahead";"ahead"
"aher";"aher"
"aheryawan";"aheryawan"
"ahh";"ahh"
"ahha";"ahha"
"ahhir";"ahhir"
"ahhirnya";"ahhirnya"
"ahi";"ahi"
"ahid";"ahid"
"ahip";"ahip"
"ahira";"ahira"
"ahirati";"ahirati"
"ahirnya";"ahirnya"
"ahistoris";"ahistoris"
"ahk";"ahk"
"ahkam";"ahkam"
"ahkan";"ahkan"
"ahl";"ahl"
"ahlak";"ahlak"
"ahlaknya";"ahlaknya"
"ahlakul";"ahlakul"
"ahlan";"ahlan"
"ahli";"ahli"
"ahlihi";"ahlihi"
"ahlii";"ahli"
"ahlil";"ahlil"
"ahlilah";"ahli"
"ahlilbait";"ahlilbait"
"ahlinya";"ahli"
"ahliththoriqoh";"ahliththoriqoh"
"ahlu";"ahlu"
"ahlul";"ahlul"
"ahlulbait";"ahlulbait"
"ahlus";"ahlus"
"ahlush";"ahlush"
"ahlussunah";"ahlussunah"
"ahlussunnah";"ahlussunnah"
"ahlusunah";"ahlusunah"
"ahm";"ahm"
"ahmad";"ahmad"
"ahmadabad";"ahmadabad"
"ahmaddhanikorbanrezim";"ahmaddhanikorbanrezim"
"ahmaddhaniofficial";"ahmaddhaniofficial"
"ahmaddhaniprast";"ahmaddhaniprast"
"ahmadfanani";"ahmadfanani"
"ahmadhaniprast";"ahmadhaniprast"
"ahmadi";"ahmadi"
"ahmadiah";"ahmadiah"
"ahmadinejad";"ahmadinejad"
"ahmadiyah";"ahmadiyah"
"ahmadiyyin";"ahmadiyyin"
"ahmadrozxxxx";"ahmadrozxxxx"
"ahmadtaufiq";"ahmadtaufiq"
"ahmadul";"ahmadul"
"ahman";"ahman"
"ahmand";"ahmand"
"ahmar";"ahmar"
"ahmas";"ahmas"
"ahmat";"ahmat"
"ahmay";"ahmay"
"ahmd";"ahmd"
"ahmed";"ahmed"
"ahmet";"ahmet"
"ahmo";"ahmo"
"ahnya";"ahnya"
"ahok";"ahok"
"ahoker";"ahoker"
"ahokers";"ahokers"
"ahoklah";"ahoklah"
"ahokpada";"ahokpada"
"aholiap";"aholiap"
"ahong";"ahong"
"ahri";"ahri"
"ahronoth";"ahronoth"
"ahrus";"ahrus"
"ahs";"ahs"
"ahsan";"ahsan"
"ahsana";"ahsana"
"ahsanal";"ahsanal"
"ahsanu";"ahsanu"
"ahsanul";"ahsanul"
"ahsanurrohim";"ahsanurrohim"
"ahsiaaap";"ahsiaaap"
"ahsin";"ahsin"
"aht";"aht"
"ahti";"ahti"
"ahtisaari";"ahtisaari"
"ahu";"ahu"
"ahuang";"ahuang"
"ahudi";"ahudi"
"ahui";"ahui"
"ahukan";"ahukan"
"ahum";"ahum"
"ahun";"ahun"
"ahwadzi";"ahwadzi"
"ahwal";"ahwal"
"ahwali";"ahwal"
"ahwan";"ahwan"
"ahwandi";"ahwandi"
"ahwar";"ahwar"
"ahy";"ahy"
"ahya";"ahya"
"ahyaa";"ahyaa"
"ahyaana";"ahyaana"
"ahyaanaa";"ahyaanaa"
"ahyadi";"ahyadi"
"ahyaitahu";"ahyaitahu"
"ahyapudin";"ahyapudin"
"ahyar";"ahyar"
"ahyat";"ahyat"
"ahyihi";"ahyihi"
"ahyu";"ahyu"
"ahyudin";"ahyudin"
"ahzaaba";"ahzaaba"
"ahzab";"ahzab"
"ahzam";"ahzam"
"ahzar";"ahzar"
"ahzom";"ahzom"
"ai";"ai"
"aia";"aia"
"aiaas";"aiaas"
"aiarlangga";"aiarlangga"
"aias";"aias"
"aib";"aib"
"aibnya";"aib"
"aibolga";"aibolga"
"aibon";"aibon"
"aibu";"aibu"
"aiby";"aiby"
"aic";"aic"
"aica";"aica"
"aice";"aice"
"aichi";"aichi"
"aid";"aid"
"aida";"aida"
"aidarus";"aidarus"
"aide";"aide"
"aides";"aides"
"aidi";"aidi"
"aidid";"aidid"
"aidiel";"aidiel"
"aidihim";"aidihim"
"aidiihim";"aidiihim"
"aidil";"aidil"
"aidin";"aidin"
"aidinil";"aidinil"
"aidir";"aidir"
"aidit";"aidit"
"aidrus";"aidrus"
"aids";"aids"
"aidul";"aidul"
"aidzhu";"aidzhu"
"aidzin";"aidzin"
"aie";"aie"
"aif";"aif"
"aifat";"aifat"
"aifdr";"aifdr"
"aifo";"aifo"
"aigner";"aigner"
"aii";"aii"
"aijalon";"aijalon"
"aik";"aik"
"aikmel";"aikmel"
"aileen";"aileen"
"ailoa";"ailoa"
"ailsha";"ailsha"
"aim";"aim"
"aima";"aima"
"aiman";"aiman"
"aimas";"aimas"
"aimco";"aimco"
"aimere";"aimere"
"aimf";"aimf"
"aimi";"aimi"
"aiming";"aiming"
"aimir";"aimir"
"ain";"ain"
"aina";"aina"
"ainal";"ainal"
"ainan";"ain"
"aine";"aine"
"ainformasi";"ainformasi"
"aingin";"aingin"
"aini";"ain"
"ainil";"ainil"
"ainiyyah";"ainiyyah"
"ainon";"ainon"
"ainor";"ainor"
"ainslie";"ainslie"
"ainudin";"ainudin"
"ainulia";"ainulia"
"ainun";"ainun"
"ainur";"ainur"
"ainurrofiq";"ainurrofiq"
"ainusy";"ainusy"
"aip";"aip"
"aipa";"aipa"
"aipda";"aipda"
"aipi";"aipi"
"aipj";"aipj"
"aipki";"aipki"
"aiptkmi";"aiptkmi"
"aiptu";"aiptu"
"aiput";"aiput"
"air";"air"
"aira";"aira"
"airan";"air"
"airangga";"airangga"
"airasia";"airasia"
"airbnb";"airbnb"
"airborne";"airborne"
"airbuaya";"airbuaya"
"airbus";"airbus"
"aircarft";"aircarft"
"aircraff";"aircraff"
"aircraft";"aircraft"
"aire";"aire"
"airef";"airef"
"aires";"aires"
"airflight";"airflight"
"airforce";"airforce"
"airgegas";"airgegas"
"airgun";"airgun"
"airien";"airien"
"airifin";"airifin"
"airin";"airin"
"airinsight";"airinsight"
"airis";"air"
"airku";"air"
"airlagga";"airlagga"
"airlah";"air"
"airlamgga";"airlamgga"
"airlanga";"airlanga"
"airlangga";"airlangga"
"airlanggar";"airlanggar"
"airlanngga";"airlanngga"
"airline";"airline"
"airliner";"airliner"
"airlines";"airlines"
"airmadidi";"airmadidi"
"airmas";"airmas"
"airmata";"airmata"
"airmatanya";"airmatanya"
"airmen";"airmen"
"airmin";"airmin"
"airnav";"airnav"
"airnow";"airnow"
"airnya";"air"
"airpollution";"airpollution"
"airport";"airport"
"airportnya";"airportnya"
"airpur";"airpur"
"airside";"airside"
"airsoft";"airsoft"
"airsoftg";"airsoftg"
"airsoftgun";"airsoftgun"
"airspeed";"airspeed"
"airsport";"airsport"
"airu";"airu"
"airud";"airud"
"airvisual";"airvisual"
"airways";"airways"
"airworthiness";"airworthiness"
"airworthy";"airworthy"
"ais";"ais"
"aisa";"aisa"
"aisah";"aisah"
"aisan";"aisan"
"aisau";"aisau"
"aisha";"aisha"
"aishiteru";"aishiteru"
"aisiyah";"aisiyah"
"aistensi";"aistensi"
"aisya";"aisya"
"aisyadiaa";"aisyadiaa"
"aisyah";"aisyah"
"aisyiah";"aisyiah"
"aisyiyah";"aisyiyah"
"ait";"ait"
"aita";"aita"
"aitinyo";"aitinyo"
"aitpu";"aitpu"
"aitu";"aitu"
"aix";"aix"
"aiyub";"aiyub"
"aiz";"aiz"
"aiza";"aiza"
"aizai";"aizai"
"aizuddin";"aizuddin"
"aizzudin";"aizzudin"
"aj";"aj"
"aja";"aja"
"ajaa";"ajaa"
"ajad";"ajad"
"ajag";"ajag"
"ajaib";"ajaib"
"ajaibnya";"ajaib"
"ajak";"ajak"
"ajakan";"aja"
"ajakanlah";"aja"
"ajakannya";"aja"
"ajakin";"ajakin"
"ajaklah";"ajak"
"ajaknya";"ajak"
"ajal";"ajal"
"ajalah";"aja"
"ajalika";"ajalika"
"ajalmu";"ajal"
"ajalnya";"ajal"
"ajaluhum";"ajaluhum"
"ajan";"ajan"
"ajang";"ajang"
"ajangale";"ajangale"
"ajar";"ajar"
"ajaran";"ajar"
"ajarannya";"ajar"
"ajari";"ajar"
"ajarin";"ajarin"
"ajarkan";"ajar"
"ajarkanlah";"ajar"
"ajat";"ajat"
"ajay";"ajay"
"ajaykumar";"ajaykumar"
"ajazil";"ajazil"
"ajb";"ajb"
"ajbar";"ajbar"
"ajbp";"ajbp"
"ajbs";"ajbs"
"ajdi";"ajdi"
"aje";"aje"
"ajeg";"ajeg"
"ajek";"ajek"
"ajemikkk";"ajemikkk"
"ajendam";"ajendam"
"ajeng";"ajeng"
"ajengan";"ajengan"
"ajenrem";"ajenrem"
"aji";"aji"
"ajian";"aji"
"ajib";"ajib"
"ajibarang";"ajibarang"
"ajibata";"ajibata"
"ajidarma";"ajidarma"
"ajidinnor";"ajidinnor"
"ajie";"ajie"
"ajiep";"ajiep"
"ajilan";"ajilan"
"ajip";"ajip"
"ajir";"ajir"
"ajirni";"ajirni"
"ajis";"ajis"
"ajisaka";"ajisaka"
"ajit";"ajit"
"ajiz";"ajiz"
"ajkwa";"ajkwa"
"ajmain";"ajmain"
"ajman";"ajman"
"ajo";"ajo"
"ajono";"ajono"
"ajp";"ajp"
"ajrahu";"ajrahu"
"ajrak";"ajrak"
"ajrakum";"ajrakum"
"ajran";"ajran"
"ajru";"ajru"
"ajrudin";"ajrudin"
"ajrul";"ajrul"
"ajt";"ajt"
"ajtmadja";"ajtmadja"
"ajtp";"ajtp"
"aju";"aju"
"ajuan";"aju"
"ajuannya";"aju"
"ajub";"ajub"
"ajudah";"ajudah"
"ajudan";"ajudan"
"ajudannya";"ajudan"
"ajudikasi";"ajudikasi"
"ajuin";"ajuin"
"ajukan";"aju"
"ajukanlah";"aju"
"ajun";"ajun"
"ajyad";"ajyad"
"ajyah";"ajyah"
"ajzi";"ajzi"
"ak";"ak"
"aka";"aka"
"akaa";"akaa"
"akaan";"akaan"
"akabiluru";"akabiluru"
"akabri";"akabri"
"akad";"akad"
"akademi";"akademi"
"akademia";"akademia"
"akademic";"akademic"
"akademik";"akademik"
"akademika";"akademika"
"akademikanya";"akademikanya"
"akademiknya";"akademik"
"akademis";"akademis"
"akademisi";"akademisi"
"akademisidan";"akademisidan"
"akademisinya";"akademisi"
"akademisnya";"akademis"
"akai";"akai"
"akal";"akal"
"akalamasi";"akalamasi"
"akalan";"akal"
"akalannya";"akal"
"akali";"akal"
"akalkah";"akal"
"akalnya";"akal"
"akam";"akam"
"akame";"akame"
"akamigas";"akamigas"
"akan";"akan"
"akankah";"akan"
"akankan";"akan"
"akap";"akap"
"akar";"akar"
"akara";"akara"
"akarnya";"akar"
"akasaka";"akasaka"
"akasara";"akasara"
"akasia";"akasia"
"akasih";"akasih"
"akat";"akat"
"akb";"akb"
"akbar";"akbar"
"akbari";"akbar"
"akbarnya";"akbar"
"akbarsha";"akbarsha"
"akbarshah";"akbarshah"
"akbaru";"akbaru"
"akberdin";"akberdin"
"akbid";"akbid"
"akbp";"akbp"
"akcaya";"akcaya"
"akcd";"akcd"
"akcf";"akcf"
"akd";"akd"
"akdemik";"akdemik"
"akdemis";"akdemis"
"akdp";"akdp"
"akedemi";"akedemi"
"akedemik";"akedemik"
"akemah";"akemah"
"akershus";"akershus"
"akes";"akes"
"aket";"aket"
"akfifitas";"akfifitas"
"akh";"akh"
"akhadi";"akhadi"
"akhakul";"akhakul"
"akhal";"akhal"
"akhdan";"akhdan"
"akhem";"akhem"
"akherat";"akherat"
"akhi";"akh"
"akhiar";"akhiar"
"akhimya";"akhimya"
"akhinaa";"akhinaa"
"akhinya";"akh"
"akhiong";"akhiong"
"akhir";"akhir"
"akhiran";"akhir"
"akhiranya";"akhiranya"
"akhirat";"akhirat"
"akhiratnya";"akhirat"
"akhiri";"akhir"
"akhirmya";"akhirmya"
"akhirnnya";"akhirnnya"
"akhirno";"akhirno"
"akhirny";"akhirny"
"akhirnya";"akhir"
"akhirnyaprof";"akhirnyaprof"
"akhiroh";"akhiroh"
"akhiruddin";"akhiruddin"
"akhirudin";"akhirudin"
"akhirul";"akhirul"
"akhirya";"akhirya"
"akhitnya";"akhitnya"
"akhkhartu";"akhkhartu"
"akhkhiru";"akhkhiru"
"akhlahul";"akhlahul"
"akhlak";"akhlak"
"akhlakna";"akhlakna"
"akhlaknya";"akhlak"
"akhlakul";"akhlakul"
"akhlaq";"akhlaq"
"akhlaqiyah";"akhlaqiyah"
"akhlaqul";"akhlaqul"
"akhmad";"akhmad"
"akhmadi";"akhmadi"
"akhmadsyah";"akhmadsyah"
"akhmas";"akhmas"
"akhmat";"akhmat"
"akhrijhu";"akhrijhu"
"akhrijna";"akhrijna"
"akhrijnii";"akhrijnii"
"akhrinya";"akhrinya"
"akhrom";"akhrom"
"akhsan";"akhsan"
"akhsana";"akhsana"
"akhsoni";"akhsoni"
"akhtar";"akhtar"
"akhtho";"akhtho"
"akhu";"akhu"
"akhwat";"akhwat"
"akhyar";"akhyar"
"aki";"aki"
"akib";"akib"
"akiba";"akiba"
"akibat";"akibat"
"akibata";"akibata"
"akibatkan";"akibat"
"akibatnya";"akibat"
"akibatya";"akibatya"
"akidah";"akidah"
"akidahnya";"akidah"
"akie";"akie"
"akif";"akif"
"akifah";"akifah"
"akihabara";"akihabara"
"akihito";"akihito"
"akihitokanbara";"akihitokanbara"
"akik";"akik"
"akikah";"akikah"
"akiko";"akiko"
"akil";"akil"
"akila";"akila"
"akili";"akil"
"akim";"akim"
"akin";"akin"
"aking";"aking"
"akio";"akio"
"akiok";"akiok"
"akiong";"akiong"
"akir";"akir"
"akira";"akira"
"akirmas";"akirmas"
"akirnya";"akirnya"
"akisnya";"akisnya"
"akitvitas";"akitvitas"
"akkad";"akkad"
"akkbar";"akkbar"
"akkbb";"akkbb"
"akkhir";"akkhir"
"akkil";"akkil"
"akkineni";"akkineni"
"aklamasi";"aklamasi"
"aklamasinya";"aklamasi"
"aklil";"aklil"
"akm";"akm"
"akma";"akma"
"akmad";"akmad"
"akmaja";"akmaja"
"akmal";"akmal"
"akmaludin";"akmaludin"
"akmani";"akmani"
"akmil";"akmil"
"akn";"akn"
"aknesasi";"aknesasi"
"ako";"ako"
"akok";"akok"
"akom";"akom"
"akomodasi";"akomodasi"
"akomodasinya";"akomodasi"
"akomodatif";"akomodatif"
"akomodir";"akomodir"
"akong";"akong"
"akor";"akor"
"akoya";"akoya"
"akp";"akp"
"akpb";"akpb"
"akpelni";"akpelni"
"akper";"akper"
"akpi";"akpi"
"akpo";"akpo"
"akpol";"akpol"
"akrab";"akrab"
"akrabnya";"akrab"
"akram";"akram"
"akramunnas";"akramunnas"
"akrap";"akrap"
"akrapto";"akrapto"
"akreditas";"akreditas"
"akreditasi";"akreditasi"
"akreditasinya";"akreditasi"
"akri";"akri"
"akrilik";"akrilik"
"akrim";"akrim"
"akrinya";"akrinya"
"akrir";"akrir"
"akrobat";"akrobat"
"akrobatik";"akrobatik"
"akromin";"akromin"
"akronim";"akronim"
"akronimnya";"akronim"
"aks";"aks"
"aksa";"aksa"
"aksan";"aksan"
"aksar";"aksar"
"aksara";"aksara"
"akselarasi";"akselarasi"
"akseleran";"akseleran"
"akselerasi";"akselerasi"
"akselerasinya";"akselerasi"
"akselerator";"akselerator"
"akselratif";"akselratif"
"aksen";"aksen"
"aksentuasi";"aksentuasi"
"akseptabilitas";"akseptabilitas"
"akses";"akses"
"aksesbilitas";"aksesbilitas"
"aksesi";"akses"
"aksesibel";"aksesibel"
"aksesibilitas";"aksesibilitas"
"akseslah";"akses"
"aksesnya";"akses"
"aksesori";"aksesori"
"aksesorinya";"aksesori"
"aksesoris";"aksesoris"
"aksesorisnya";"aksesorisnya"
"aksestabilitas";"aksestabilitas"
"akseyna";"akseyna"
"akshara";"akshara"
"aksi";"aksi"
"aksian";"aksi"
"aksiapapun";"aksiapapun"
"aksidi";"aksidi"
"aksinjya";"aksinjya"
"aksinnya";"aksinnya"
"aksinya";"aksi"
"aksyari";"aksyari"
"akt";"akt"
"akta";"akta"
"aktadivia";"aktadivia"
"aktanya";"akta"
"aktas";"aktas"
"akte";"akte"
"aktfikan";"aktfikan"
"aktidiva";"aktidiva"
"aktif";"aktif"
"aktifasi";"aktifasi"
"aktifis";"aktif"
"aktifitas";"aktifitas"
"aktifitasnya";"aktifitasnya"
"aktifkan";"aktif"
"aktifnya";"aktif"
"akting";"akting"
"aktingnya";"akting"
"aktivas";"aktivas"
"aktivasi";"aktivasi"
"aktivias";"aktivias"
"aktivis";"aktivis"
"aktivisi";"aktivis"
"aktivisme";"aktivisme"
"aktivismenya";"aktivisme"
"aktivisnya";"aktivis"
"aktivisual";"aktivisual"
"aktivita";"aktivita"
"aktivitas";"aktivitas"
"aktivitasnya";"aktivitas"
"aktivitis";"aktivitis"
"aktof";"aktof"
"aktor";"aktor"
"aktornya";"aktor"
"aktris";"aktris"
"aktual";"aktual"
"aktualisasi";"aktualisasi"
"aktualisasikan";"aktualisasi"
"aktualnya";"aktual"
"aktuaria";"aktuaria"
